  124 1.131	 0.887	 0.744	 0.993	 0.954	 0.878	 0.875	 3.035	 1.007	 0.627	 0.268	 0.091	 0.000	
  125 1.131	 0.887	 0.744	 0.993	 0.954	 0.878	 0.875	 3.035	 1.007	 0.627	 0.268	 0.091	 0.000	
  126 0.954	 0.583	 1.029	 0.993	 0.765	 1.091	 2.052	 1.119	 0.546	 0.723	 0.508	 0.566	 0.000	
  127 1.024	 1.195	 0.322	 0.801	 0.887	 1.211	 3.167	 3.574	 0.591	 0.537	 0.351	 0.766	 0.000	
  128 0.834	 0.919	 0.545	 0.907	 0.844	 1.043	 0.304	 2.642	 0.388	 0.823	 0.958	 0.334	 0.000	
  129 0.834	 0.919	 0.545	 0.907	 0.844	 1.043	 0.304	 2.642	 0.388	 0.823	 0.958	 0.334	 0.000	
  130 0.834	 0.919	 0.545	 0.907	 0.844	 1.043	 0.304	 2.642	 0.388	 0.823	 0.958	 0.334	 0.000	
  131 0.834	 0.919	 0.545	 0.907	 0.844	 1.043	 0.304	 2.642	 0.388	 0.823	 0.958	 0.334	 0.000	
  132 0.834	 0.919	 0.545	 0.907	 0.844	 1.043	 0.304	 2.642	 0.388	 0.823	 0.958	 0.334	 0.000	
  133 1.191	 1.046	 1.052	 0.786	 0.703	 1.266	 1.994	 0.194	 0.726	 0.386	 0.139	 0.686	 0.000	
  134 0.988	 0.472	 1.118	 1.127	 0.870	 0.818	 2.012	 0.647	 0.375	 0.754	 0.576	 0.413	 0.000	
  135 0.934	 1.044	 0.802	 0.814	 0.783	 0.993	 0.594	 3.641	 0.882	 0.578	 0.461	 0.230	 0.000	
  136 0.966	 0.855	 0.929	 1.168	 0.537	 0.883	 0.560	 3.269	 0.567	 0.714	 0.716	 0.212	 0.000	
  137 0.966	 0.855	 0.929	 1.168	 0.537	 0.883	 0.560	 3.269	 0.567	 0.714	 0.716	 0.212	 0.000	
  138 1.035	 1.053	 0.484	 0.629	 0.822	 1.117	 0.546	 1.729	 0.888	 0.107	 0.550	 0.779	 0.000	
  139 1.035	 1.053	 0.484	 0.629	 0.822	 1.117	 0.546	 1.729	 0.888	 0.107	 0.550	 0.779	 0.000	
  140 0.835	 0.738	 1.013	 0.953	 0.697	 1.019	 0.295	 4.241	 0.522	 0.776	 0.792	 0.283	 0.000	
  141 0.870	 0.703	 0.956	 0.888	 0.634	 1.012	 1.542	 1.615	 0.629	 0.664	 0.380	 0.699	 0.000	
  142 0.722	 0.689	 1.030	 0.551	 1.129	 1.039	 1.334	 3.478	 0.401	 0.539	 0.909	 0.563	 0.000	
  143 0.722	 0.689	 1.030	 0.551	 1.129	 1.039	 1.334	 3.478	 0.401	 0.539	 0.909	 0.563	 0.000	
  144 0.722	 0.689	 1.030	 0.551	 1.129	 1.039	 1.334	 3.478	 0.401	 0.539	 0.909	 0.563	 0.000	
  145 1.203	 0.425	 1.130	 1.004	 0.423	 1.173	 0.634	 0.501	 0.811	 0.787	 0.177	 0.407	 0.000	
  146 1.203	 0.425	 1.130	 1.004	 0.423	 1.173	 0.634	 0.501	 0.811	 0.787	 0.177	 0.407	 0.000	
  147 1.203	 0.425	 1.130	 1.004	 0.423	 1.173	 0.634	 0.501	 0.811	 0.787	 0.177	 0.407	 0.000	
  148 0.563	 0.279	 1.191	 0.666	 1.239	 0.434	 0.723	 0.607	 0.402	 0.828	 0.722	 0.823	 0.000	
  149 0.563	 0.279	 1.191	 0.666	 1.239	 0.434	 0.723	 0.607	 0.402	 0.828	 0.722	 0.823	 0.000	
  150 1.261	 0.526	 0.999	 1.022	 0.813	 0.819	 0.675	 2.614	 0.524	 0.724	 0.384	 0.452	 0.000	
  151 1.248	 0.943	 0.683	 1.009	 0.893	 1.195	 1.686	 2.145	 0.707	 0.490	 0.407	 0.308	 0.000	
  152 1.116	 0.508	 1.001	 1.170	 1.114	 1.064	 3.202	 3.567	 0.737	 0.598	 0.297	 0.491	 0.000	
  153 0.905	 0.544	 0.948	 0.648	 1.033	 0.844	 1.393	 0.698	 0.598	 0.944	 0.191	 0.585	 0.000	
  154 0.905	 0.544	 0.948	 0.648	 1.033	 0.844	 1.393	 0.698	 0.598	 0.944	 0.191	 0.585	 0.000	
  155 1.087	 0.319	 1.240	 0.587	 1.099	 0.655	 0.704	 1.392	 0.455	 0.904	 0.490	 0.490	 0.000	
  156 1.087	 0.319	 1.240	 0.587	 1.099	 0.655	 0.704	 1.392	 0.455	 0.904	 0.490	 0.490	 0.000	
  157 0.913	 1.021	 0.955	 0.640	 0.849	 0.906	 1.403	 1.497	 0.488	 0.471	 0.198	 1.001	 0.000	
  158 1.068	 0.689	 0.820	 0.873	 1.242	 1.069	 1.055	 3.387	 0.994	 0.222	 0.418	 0.553	 0.000	
  159 1.068	 0.689	 0.820	 0.873	 1.242	 1.069	 1.055	 3.387	 0.994	 0.222	 0.418	 0.553	 0.000	
  160 1.068	 0.689	 0.820	 0.873	 1.242	 1.069	 1.055	 3.387	 0.994	 0.222	 0.418	 0.553	 0.000	
  161 1.068	 0.689	 0.820	 0.873	 1.242	 1.069	 1.055	 3.387	 0.994	 0.222	 0.418	 0.553	 0.000	
  162 1.068	 0.689	 0.820	 0.873	 1.242	 1.069	 1.055	 3.387	 0.994	 0.222	 0.418	 0.553	 0.000	
  163 0.918	 0.519	 0.916	 1.033	 0.799	 0.964	 0.513	 0.528	 0.711	 0.695	 0.457	 0.466	 0.000	
  164 0.918	 0.519	 0.916	 1.033	 0.799	 0.964	 0.513	 0.528	 0.711	 0.695	 0.457	 0.466	 0.000	
  165 1.091	 0.514	 1.041	 0.761	 1.055	 0.864	 2.004	 4.310	 0.417	 0.632	 0.903	 0.323	 0.000	
  166 1.091	 0.514	 1.041	 0.761	 1.055	 0.864	 2.004	 4.310	 0.417	 0.632	 0.903	 0.323	 0.000	
  167 0.794	 0.467	 0.862	 0.975	 1.153	 0.819	 2.611	 0.648	 0.431	 0.809	 0.122	 1.228	 0.000	
  168 0.794	 0.467	 0.862	 0.975	 1.153	 0.819	 2.611	 0.648	 0.431	 0.809	 0.122	 1.228	 0.000	
  169 1.205	 0.408	 1.004	 0.787	 1.241	 0.770	 1.414	 2.751	 0.317	 0.806	 0.341	 0.618	 0.000	
  170 1.205	 0.408	 1.004	 0.787	 1.241	 0.770	 1.414	 2.751	 0.317	 0.806	 0.341	 0.618	 0.000	
  171 1.205	 0.408	 1.004	 0.787	 1.241	 0.770	 1.414	 2.751	 0.317	 0.806	 0.341	 0.618	 0.000	
  172 0.884	 0.949	 0.543	 1.018	 0.739	 0.978	 1.145	 2.920	 0.365	 0.703	 1.055	 0.234	 0.000	
  173 0.737	 0.685	 0.949	 0.936	 0.658	 1.165	 2.212	 3.542	 0.622	 0.470	 1.190	 0.126	 0.000	
  174 0.737	 0.685	 0.949	 0.936	 0.658	 1.165	 2.212	 3.542	 0.622	 0.470	 1.190	 0.126	 0.000	
  175 0.737	 0.685	 0.949	 0.936	 0.658	 1.165	 2.212	 3.542	 0.622	 0.470	 1.190	 0.126	 0.000	
  176 0.737	 0.685	 0.949	 0.936	 0.658	 1.165	 2.212	 3.542	 0.622	 0.470	 1.190	 0.126	 0.000	
  177 0.886	 0.924	 0.828	 0.825	 0.916	 1.091	 1.537	 4.450	 0.729	 0.599	 0.373	 0.453	 0.000	
  178 0.920	 0.129	 0.899	 0.697	 0.821	 1.170	 1.068	 2.000	 0.465	 1.088	 0.070	 1.174	 0.000	
  179 0.920	 0.129	 0.899	 0.697	 0.821	 1.170	 1.068	 2.000	 0.465	 1.088	 0.070	 1.174	 0.000	
  180 0.920	 0.129	 0.899	 0.697	 0.821	 1.170	 1.068	 2.000	 0.465	 1.088	 0.070	 1.174	 0.000	
  181 0.920	 0.129	 0.899	 0.697	 0.821	 1.170	 1.068	 2.000	 0.465	 1.088	 0.070	 1.174	 0.000	
  182 0.657	 0.853	 1.001	 0.707	 1.128	 0.941	 3.260	 2.067	 0.533	 0.436	 0.209	 1.173	 0.000	
  183 1.023	 0.557	 1.142	 0.816	 1.231	 0.626	 0.320	 0.922	 0.311	 0.662	 0.642	 0.470	 0.000	
  184 0.735	 0.548	 1.227	 0.972	 0.798	 0.881	 0.379	 0.566	 0.573	 0.927	 0.147	 0.708	 0.000	
  185 0.735	 0.548	 1.227	 0.972	 0.798	 0.881	 0.379	 0.566	 0.573	 0.927	 0.147	 0.708	 0.000	
  186 0.735	 0.548	 1.227	 0.972	 0.798	 0.881	 0.379	 0.566	 0.573	 0.927	 0.147	 0.708	 0.000	
  187 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  188 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  189 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  190 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  191 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  192 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  193 1.082	 1.077	 0.632	 0.709	 1.156	 0.572	 1.007	 4.095	 0.724	 0.641	 0.540	 0.262	 0.000	
  194 1.043	 0.631	 0.897	 0.796	 1.064	 1.155	 1.831	 2.995	 0.558	 0.739	 0.414	 0.611	 0.000	
  195 1.041	 1.041	 0.911	 0.782	 0.925	 0.860	 0.176	 1.878	 0.655	 0.424	 0.559	 0.506	 0.000	
  196 1.041	 1.041	 0.911	 0.782	 0.925	 0.860	 0.176	 1.878	 0.655	 0.424	 0.559	 0.506	 0.000	
  197 0.821	 0.459	 1.130	 0.668	 1.257	 0.732	 1.926	 1.479	 0.419	 0.771	 0.209	 0.993	 0.000	
  198 0.841	 0.550	 1.087	 0.732	 0.823	 0.987	 1.364	 2.914	 0.584	 0.970	 0.509	 0.375	 0.000	
  199 0.713	 0.549	 0.959	 0.995	 0.946	 0.951	 2.398	 3.323	 0.480	 0.800	 0.279	 0.994	 0.000	
  200 1.010	 0.496	 0.951	 0.815	 1.117	 0.788	 0.767	 3.546	 0.494	 0.948	 0.643	 0.289	 0.000	
  201 0.713	 0.746	 1.088	 0.956	 0.623	 1.227	 2.386	 2.458	 0.469	 0.732	 0.794	 0.353	 0.000	
  202 0.713	 0.746	 1.088	 0.956	 0.623	 1.227	 2.386	 2.458	 0.469	 0.732	 0.794	 0.353	 0.000	
  203 0.713	 0.746	 1.088	 0.956	 0.623	 1.227	 2.386	 2.458	 0.469	 0.732	 0.794	 0.353	 0.000	
  204 0.713	 0.746	 1.088	 0.956	 0.623	 1.227	 2.386	 2.458	 0.469	 0.732	 0.794	 0.353	 0.000	
  205 0.611	 0.580	 1.006	 0.821	 0.892	 0.667	 0.335	 1.081	 0.576	 1.000	 0.787	 0.287	 0.000	
